Name,MapDate,DSCI
Southeast,20221018,58
Southeast,20221025,79
Southeast,20221101,94
Southeast,20221108,111
Southeast,20221115,92
Southeast,20221122,95
Southeast,20221129,95
Southeast,20221206,82
Southeast,20221213,87
Southeast,20221220,72
Southeast,20221227,69
Southeast,20230103,67
Southeast,20230110,59
Southeast,20230117,59
Southeast,20230124,45
Southeast,20230131,38
Southeast,20230207,31
Southeast,20230214,24
Southeast,20230221,27
Southeast,20230228,36
Southeast,20230307,53
Southeast,20230314,49
Southeast,20230321,57
Southeast,20230328,73
Southeast,20230404,81
Southeast,20230411,64
Southeast,20230418,63
Southeast,20230425,64
Southeast,20230502,38
Southeast,20230509,39
Southeast,20230516,38
Southeast,20230523,27
Southeast,20230530,16
Southeast,20230606,20
Southeast,20230613,32
Southeast,20230620,31
Southeast,20230627,16
Southeast,20230704,15
Southeast,20230711,13
Southeast,20230718,10
Southeast,20230725,9
Southeast,20230801,14
Southeast,20230808,14
Southeast,20230815,24
Southeast,20230822,39
Southeast,20230829,44
Southeast,20230905,35
Southeast,20230912,40
Southeast,20230919,53
Southeast,20230926,57
Southeast,20231003,79
Southeast,20231010,97
West,20000104,14
West,20000111,30
West,20000118,32
West,20000125,34
West,20000201,30
West,20000208,28
West,20000215,31
West,20000222,24
West,20000229,24
West,20000307,22
West,20000314,16
West,20000321,17
West,20000328,15
West,20000404,17
West,20000411,19
West,20000418,21
West,20000425,20
West,20000502,21
West,20000509,22
West,20000516,30
West,20000523,30
West,20000530,34
West,20000606,36
West,20000613,43
West,20000620,47
West,20000627,52
West,20000704,56
West,20000711,60
West,20000718,55
West,20000725,54
West,20000801,56
West,20000808,62
West,20000815,67
West,20000822,67
West,20000829,74
West,20000905,65
West,20000912,64
West,20000919,66
West,20000926,69
West,20001003,74
West,20001010,72
West,20001017,60
West,20001024,61
West,20001031,45
West,20001107,31
West,20001114,24
West,20001121,25
West,20001128,25
West,20001205,22
West,20001212,22
West,20001219,20
West,20001226,19
West,20010102,21
West,20010109,25
West,20010116,22
West,20010123,37
West,20010130,37
West,20010206,38
West,20010213,56
West,20010220,55
West,20010227,58
West,20010306,59
West,20010313,68
West,20010320,70
West,20010327,70
West,20010403,73
West,20010410,73
West,20010417,74
West,20010424,73
West,20010501,73
West,20010508,73
West,20010515,77
West,20010522,77
West,20010529,78
West,20010605,82
West,20010612,86
West,20010619,94
West,20010626,101
West,20010703,114
West,20010710,103
West,20010717,103
West,20010724,102
West,20010731,105
West,20010807,104
West,20010814,105
West,20010821,112
West,20010828,117
West,20010904,120
West,20010911,132
West,20010918,132
West,20010925,132
West,20011002,133
West,20011009,134
West,20011016,134
West,20011023,134
West,20011030,137
West,20011106,141
West,20011113,141
West,20011120,140
West,20011127,137
West,20011204,129
West,20011211,126
West,20011218,124
West,20011225,119
West,20020101,117
West,20020108,105
West,20020115,103
West,20020122,104
West,20020129,99
West,20020205,102
West,20020212,108
West,20020219,110
West,20020226,112
West,20020305,111
West,20020312,128
West,20020319,121
West,20020326,127
West,20020402,132
West,20020409,135
West,20020416,143
West,20020423,152
West,20020430,157
West,20020507,158
West,20020514,165
West,20020521,164
West,20020528,173
West,20020604,182
West,20020611,179
West,20020618,182
West,20020625,190
West,20020702,197
West,20020709,197
West,20020716,201
West,20020723,203
West,20020730,202
West,20020806,208
West,20020813,207
West,20020820,203
West,20020827,204
West,20020903,199
West,20020910,190
West,20020917,188
West,20020924,186
West,20021001,183
West,20021008,182
West,20021015,182
West,20021022,183
West,20021029,183
West,20021105,191
West,20021112,177
West,20021119,177
West,20021126,178
West,20021203,177
West,20021210,186
West,20021217,179
West,20021224,178
West,20021231,173
West,20030107,176
West,20030114,182
West,20030121,184
West,20030128,187
West,20030204,185
West,20030211,190
West,20030218,186
West,20030225,188
West,20030304,187
West,20030311,185
West,20030318,188
West,20030325,185
West,20030401,179
West,20030408,172
West,20030415,167
West,20030422,168
West,20030429,163
West,20030506,159
West,20030513,157
West,20030520,159
West,20030527,160
West,20030603,163
West,20030610,163
West,20030617,166
West,20030624,163
West,20030701,167
West,20030708,167
West,20030715,176
West,20030722,182
West,20030729,191
West,20030805,192
West,20030812,192
West,20030819,195
West,20030826,198
West,20030902,196
West,20030909,196
West,20030916,192
West,20030923,192
West,20030930,190
West,20031007,192
West,20031014,194
West,20031021,195
West,20031028,200
West,20031104,197
West,20031111,198
West,20031118,195
West,20031125,194
West,20031202,194
West,20031209,193
West,20031216,192
West,20031223,192
West,20031230,185
West,20040106,184
West,20040113,178
West,20040120,178
West,20040127,176
West,20040203,176
West,20040210,176
West,20040217,177
West,20040224,177
West,20040302,170
West,20040309,168
West,20040316,168
West,20040323,170
West,20040330,172
West,20040406,161
West,20040413,165
West,20040420,167
West,20040427,167
West,20040504,173
West,20040511,174
West,20040518,174
West,20040525,173
West,20040601,170
West,20040608,167
West,20040615,167
West,20040622,166
West,20040629,170
West,20040706,172
West,20040713,174
West,20040720,179
West,20040727,184
West,20040803,184
West,20040810,185
West,20040817,188
West,20040824,183
West,20040831,180
West,20040907,174
West,20040914,169
West,20040921,166
West,20040928,157
West,20041005,156
West,20041012,156
West,20041019,154
West,20041026,149
West,20041102,148
West,20041109,146
West,20041116,144
West,20041123,143
West,20041130,136
West,20041207,136
West,20041214,133
West,20041221,135
West,20041228,129
West,20050104,121
West,20050111,119
West,20050118,117
West,20050125,117
West,20050201,124
West,20050208,125
West,20050215,124
West,20050222,126
West,20050301,125
West,20050308,126
West,20050315,130
West,20050322,130
West,20050329,123
West,20050405,120
West,20050412,111
West,20050419,104
West,20050426,99
West,20050503,96
West,20050510,89
West,20050517,81
West,20050524,81
West,20050531,81
West,20050607,77
West,20050614,71
West,20050621,67
West,20050628,69
West,20050705,71
West,20050712,67
West,20050719,68
West,20050726,75
West,20050802,79
West,20050809,73
West,20050816,72
West,20050823,70
West,20050830,70
West,20050906,70
West,20050913,70
West,20050920,71
West,20050927,70
West,20051004,64
West,20051011,59
West,20051018,56
West,20051025,56
West,20051101,60
West,20051108,55
West,20051115,54
West,20051122,53
West,20051129,52
West,20051206,45
West,20051213,47
West,20051220,49
West,20051227,46
West,20060103,41
West,20060110,41
West,20060117,47
West,20060124,47
West,20060131,53
West,20060207,63
West,20060214,62
West,20060221,64
West,20060228,65
West,20060307,68
West,20060314,67
West,20060321,69
West,20060328,69
West,20060404,69
West,20060411,66
West,20060418,67
West,20060425,68
West,20060502,70
West,20060509,75
West,20060516,75
West,20060523,74
West,20060530,76
West,20060606,79
West,20060613,82
West,20060620,82
West,20060627,83
West,20060704,80
West,20060711,76
West,20060718,85
West,20060725,90
West,20060801,82
West,20060808,83
West,20060815,84
West,20060822,76
West,20060829,77
West,20060905,80
West,20060912,78
West,20060919,76
West,20060926,74
West,20061003,75
West,20061010,70
West,20061017,70
West,20061024,69
West,20061031,66
West,20061107,55
West,20061114,55
West,20061121,54
West,20061128,54
West,20061205,57
West,20061212,58
West,20061219,69
West,20061226,68
West,20070102,68
West,20070109,73
West,20070116,71
West,20070123,76
West,20070130,81
West,20070206,86
West,20070213,86
West,20070220,88
West,20070227,83
West,20070306,83
West,20070313,95
West,20070320,97
West,20070327,110
West,20070403,107
West,20070410,111
West,20070417,120
West,20070424,115
West,20070501,115
West,20070508,111
West,20070515,114
West,20070522,115
West,20070529,115
West,20070605,114
West,20070612,111
West,20070619,113
West,20070626,113
West,20070703,116
West,20070710,127
West,20070717,129
West,20070724,139
West,20070731,143
West,20070807,147
West,20070814,146
West,20070821,148
West,20070828,147
West,20070904,147
West,20070911,145
West,20070918,145
West,20070925,140
West,20071002,138
West,20071009,136
West,20071016,136
West,20071023,130
West,20071030,127
West,20071106,128
West,20071113,125
West,20071120,125
West,20071127,126
West,20071204,116
West,20071211,114
West,20071218,116
West,20071225,116
West,20080101,120
West,20080108,114
West,20080115,114
West,20080122,110
West,20080129,100
West,20080205,96
West,20080212,95
West,20080219,94
West,20080226,91
West,20080304,86
West,20080311,86
West,20080318,88
West,20080325,88
West,20080401,83
West,20080408,76
West,20080415,80
West,20080422,79
West,20080429,86
West,20080506,84
West,20080513,84
West,20080520,82
West,20080527,64
West,20080603,69
West,20080610,69
West,20080617,72
West,20080624,72
West,20080701,71
West,20080708,71
West,20080715,68
West,20080722,69
West,20080729,72
West,20080805,75
West,20080812,74
West,20080819,71
West,20080826,71
West,20080902,72
West,20080909,72
West,20080916,77
West,20080923,76
West,20080930,76
West,20081007,75
West,20081014,72
West,20081021,76
West,20081028,75
West,20081104,73
West,20081111,71
West,20081118,75
West,20081125,75
West,20081202,77
West,20081209,80
West,20081216,85
West,20081223,81
West,20081230,77
West,20090106,76
West,20090113,73
West,20090120,73
West,20090127,74
West,20090203,76
West,20090210,74
West,20090217,70
West,20090224,71
West,20090303,72
West,20090310,64
West,20090317,65
West,20090324,68
West,20090331,68
West,20090407,65
West,20090414,66
West,20090421,70
West,20090428,69
West,20090505,65
West,20090512,64
West,20090519,66
West,20090526,57
West,20090602,61
West,20090609,60
West,20090616,59
West,20090623,53
West,20090630,55
West,20090707,55
West,20090714,56
West,20090721,56
West,20090728,52
West,20090804,52
West,20090811,57
West,20090818,54
West,20090825,57
West,20090901,59
West,20090908,61
West,20090915,60
West,20090922,55
West,20090929,63
West,20091006,65
West,20091013,68
West,20091020,59
West,20091027,56
West,20091103,57
West,20091110,59
West,20091117,59
West,20091124,65
West,20091201,65
West,20091208,67
West,20091215,70
West,20091222,70
West,20091229,75
West,20100105,77
West,20100112,91
West,20100119,89
West,20100126,71
West,20100202,69
West,20100209,70
West,20100216,74
West,20100223,74
West,20100302,74
West,20100309,75
West,20100316,73
West,20100323,72
West,20100330,71
West,20100406,69
West,20100413,69
West,20100420,67
West,20100427,67
West,20100504,65
West,20100511,62
West,20100518,57
West,20100525,54
West,20100601,53
West,20100608,47
West,20100615,50
West,20100622,48
West,20100629,46
West,20100706,39
West,20100713,39
West,20100720,41
West,20100727,37
West,20100803,31
West,20100810,31
West,20100817,30
West,20100824,30
West,20100831,29
West,20100907,28
West,20100914,29
West,20100921,33
West,20100928,41
West,20101005,41
West,20101012,39
West,20101019,39
West,20101026,34
West,20101102,34
West,20101109,37
West,20101116,37
West,20101123,35
West,20101130,35
West,20101207,35
West,20101214,38
West,20101221,37
West,20101228,34
West,20110104,33
West,20110111,31
West,20110118,31
West,20110125,33
West,20110201,40
West,20110208,40
West,20110215,39
West,20110222,35
West,20110301,37
West,20110308,39
West,20110315,41
West,20110322,42
West,20110329,45
West,20110405,47
West,20110412,47
West,20110419,47
West,20110426,50
West,20110503,52
West,20110510,53
West,20110517,53
West,20110524,51
West,20110531,50
West,20110607,54
West,20110614,55
West,20110621,55
West,20110628,61
West,20110705,60
West,20110712,58
West,20110719,57
West,20110726,57
West,20110802,56
West,20110809,55
West,20110816,55
West,20110823,54
West,20110830,54
West,20110906,54
West,20110913,55
West,20110920,50
West,20110927,54
West,20111004,55
West,20111011,48
West,20111018,47
West,20111025,48
West,20111101,49
West,20111108,49
West,20111115,49
West,20111122,49
West,20111129,49
West,20111206,50
West,20111213,50
West,20111220,46
West,20111227,59
West,20120103,63
West,20120110,70
West,20120117,73
West,20120124,78
West,20120131,82
West,20120207,83
West,20120214,82
West,20120221,85
West,20120228,90
West,20120306,92
West,20120313,99
West,20120320,92
West,20120327,95
West,20120403,99
West,20120410,99
West,20120417,96
West,20120424,98
West,20120501,98
West,20120508,100
West,20120515,101
West,20120522,106
West,20120529,107
West,20120605,107
West,20120612,109
West,20120619,125
West,20120626,145
West,20120703,150
West,20120710,149
West,20120717,152
West,20120724,155
West,20120731,155
West,20120807,155
West,20120814,158
West,20120821,159
West,20120828,158
West,20120904,162
West,20120911,161
West,20120918,160
West,20120925,160
West,20121002,161
West,20121009,163
West,20121016,159
West,20121023,161
West,20121030,161
West,20121106,157
West,20121113,153
West,20121120,155
West,20121127,163
West,20121204,159
West,20121211,157
West,20121218,158
West,20121225,164
West,20130101,163
West,20130108,161
West,20130115,161
West,20130122,163
West,20130129,160
West,20130205,158
West,20130212,152
West,20130219,155
West,20130226,157
West,20130305,154
West,20130312,152
West,20130319,153
West,20130326,155
West,20130402,156
West,20130409,156
West,20130416,148
West,20130423,152
West,20130430,152
West,20130507,159
West,20130514,160
West,20130521,159
West,20130528,159
West,20130604,158
West,20130611,160
West,20130618,169
West,20130625,182
West,20130702,186
West,20130709,185
West,20130716,186
West,20130723,190
West,20130730,188
West,20130806,188
West,20130813,189
West,20130820,192
West,20130827,191
West,20130903,181
West,20130910,180
West,20130917,151
West,20130924,148
West,20131001,133
West,20131008,129
West,20131015,128
West,20131022,126
West,20131029,126
West,20131105,125
West,20131112,125
West,20131119,121
West,20131126,117
West,20131203,114
West,20131210,115
West,20131217,117
West,20131224,117
West,20131231,118
West,20140107,126
West,20140114,134
West,20140121,134
West,20140128,140
West,20140204,140
West,20140211,141
West,20140218,135
West,20140225,136
West,20140304,136
West,20140311,133
West,20140318,130
West,20140325,131
West,20140401,131
West,20140408,131
West,20140415,131
West,20140422,134
West,20140429,135
West,20140506,135
West,20140513,136
West,20140520,136
West,20140527,135
West,20140603,141
West,20140610,141
West,20140617,143
West,20140624,143
West,20140701,138
West,20140708,139
West,20140715,137
West,20140722,140
West,20140729,139
West,20140805,138
West,20140812,138
West,20140819,137
West,20140826,135
West,20140902,133
West,20140909,132
West,20140916,131
West,20140923,127
West,20140930,126
West,20141007,126
West,20141014,125
West,20141021,125
West,20141028,122
West,20141104,121
West,20141111,121
West,20141118,121
West,20141125,121
West,20141202,122
West,20141209,122
West,20141216,119
West,20141223,119
West,20141230,119
West,20150106,118
West,20150113,119
West,20150120,118
West,20150127,122
West,20150203,120
West,20150210,119
West,20150217,132
West,20150224,133
West,20150303,134
West,20150310,133
West,20150317,134
West,20150324,136
West,20150331,139
West,20150407,140
West,20150414,140
West,20150421,139
West,20150428,142
West,20150505,145
West,20150512,144
West,20150519,141
West,20150526,137
West,20150602,141
West,20150609,138
West,20150616,141
West,20150623,151
West,20150630,156
West,20150707,165
West,20150714,164
West,20150721,161
West,20150728,168
West,20150804,168
West,20150811,168
West,20150818,168
West,20150825,171
West,20150901,171
West,20150908,165
West,20150915,164
West,20150922,157
West,20150929,157
West,20151006,147
West,20151013,147
West,20151020,147
West,20151027,144
West,20151103,138
West,20151110,136
West,20151117,135
West,20151124,133
West,20151201,127
West,20151208,125
West,20151215,119
West,20151222,117
West,20151229,113
West,20160105,109
West,20160112,104
West,20160119,99
West,20160126,97
West,20160202,97
West,20160209,94
West,20160216,93
West,20160223,94
West,20160301,95
West,20160308,92
West,20160315,92
West,20160322,94
West,20160329,93
West,20160405,90
West,20160412,92
West,20160419,89
West,20160426,90
West,20160503,85
West,20160510,82
West,20160517,79
West,20160524,77
West,20160531,73
West,20160607,78
West,20160614,78
West,20160621,82
West,20160628,84
West,20160705,83
West,20160712,83
West,20160719,89
West,20160726,91
West,20160802,90
West,20160809,94
West,20160816,94
West,20160823,88
West,20160830,88
West,20160906,90
West,20160913,86
West,20160920,88
West,20160927,84
West,20161004,81
West,20161011,73
West,20161018,68
West,20161025,68
West,20161101,70
West,20161108,69
West,20161115,70
West,20161122,70
West,20161129,70
West,20161206,71
West,20161213,71
West,20161220,70
West,20161227,61
West,20170103,59
West,20170110,45
West,20170117,44
West,20170124,36
West,20170131,34
West,20170207,30
West,20170214,28
West,20170221,32
West,20170228,31
West,20170307,26
West,20170314,27
West,20170321,29
West,20170328,28
West,20170404,27
West,20170411,27
West,20170418,28
West,20170425,26
West,20170502,22
West,20170509,23
West,20170516,24
West,20170523,23
West,20170530,26
West,20170606,30
West,20170613,31
West,20170620,35
West,20170627,36
West,20170704,40
West,20170711,44
West,20170718,53
West,20170725,55
West,20170801,51
West,20170808,49
West,20170815,43
West,20170822,47
West,20170829,52
West,20170905,59
West,20170912,61
West,20170919,57
West,20170926,55
West,20171003,52
West,20171010,49
West,20171017,46
West,20171024,42
West,20171031,44
West,20171107,40
West,20171114,38
West,20171121,37
West,20171128,45
West,20171205,47
West,20171212,55
West,20171219,58
West,20171226,59
West,20180102,61
West,20180109,67
West,20180116,71
West,20180123,78
West,20180130,105
West,20180206,104
West,20180213,105
West,20180220,107
West,20180227,106
West,20180306,111
West,20180313,111
West,20180320,109
West,20180327,106
West,20180403,104
West,20180410,104
West,20180417,103
West,20180424,104
West,20180501,105
West,20180508,106
West,20180515,108
West,20180522,108
West,20180529,107
West,20180605,110
West,20180612,111
West,20180619,113
West,20180626,117
West,20180703,118
West,20180710,121
West,20180717,125
West,20180724,127
West,20180731,129
West,20180807,130
West,20180814,135
West,20180821,135
West,20180828,135
West,20180904,137
West,20180911,136
West,20180918,139
West,20180925,142
West,20181002,141
West,20181009,131
West,20181016,126
West,20181023,126
West,20181030,122
West,20181106,119
West,20181113,119
West,20181120,119
West,20181127,119
West,20181204,117
West,20181211,117
West,20181218,117
West,20181225,116
West,20190101,113
West,20190108,111
West,20190115,112
West,20190122,101
West,20190129,93
West,20190205,91
West,20190212,90
West,20190219,82
West,20190226,65
West,20190305,61
West,20190312,44
West,20190319,38
West,20190326,31
West,20190402,31
West,20190409,27
West,20190416,23
West,20190423,19
West,20190430,18
West,20190507,17
West,20190514,17
West,20190521,17
West,20190528,16
West,20190604,17
West,20190611,16
West,20190618,20
West,20190625,20
West,20190702,20
West,20190709,38
West,20190716,47
West,20190723,48
West,20190730,49
West,20190806,38
West,20190813,34
West,20190820,38
West,20190827,46
West,20190903,52
West,20190910,56
West,20190917,50
West,20190924,45
West,20191001,41
West,20191008,41
West,20191015,45
West,20191022,53
West,20191029,52
West,20191105,51
West,20191112,60
West,20191119,59
West,20191126,65
West,20191203,57
West,20191210,47
West,20191217,49
West,20191224,48
West,20191231,47
West,20200107,45
West,20200114,44
West,20200121,47
West,20200128,48
West,20200204,46
West,20200211,47
West,20200218,47
West,20200225,49
West,20200303,52
West,20200310,52
West,20200317,52
West,20200324,52
West,20200331,54
West,20200407,53
West,20200414,56
West,20200421,59
West,20200428,62
West,20200505,70
West,20200512,74
West,20200519,79
West,20200526,79
West,20200602,83
West,20200609,88
West,20200616,92
West,20200623,93
West,20200630,93
West,20200707,95
West,20200714,100
West,20200721,109
West,20200728,116
West,20200804,122
West,20200811,125
West,20200818,134
West,20200825,148
West,20200901,159
West,20200908,167
West,20200915,173
West,20200922,177
West,20200929,180
West,20201006,183
West,20201013,188
West,20201020,190
West,20201027,188
West,20201103,188
West,20201110,190
West,20201117,189
West,20201124,197
West,20201201,198
West,20201208,203
West,20201215,205
West,20201222,204
West,20201229,204
West,20210105,203
West,20210112,207
West,20210119,207
West,20210126,210
West,20210202,209
West,20210209,208
West,20210216,204
West,20210223,204
West,20210302,202
West,20210309,204
West,20210316,201
West,20210323,200
West,20210330,201
West,20210406,202
West,20210413,203
West,20210420,210
West,20210427,214
West,20210504,218
West,20210511,218
West,20210518,215
West,20210525,214
West,20210601,213
West,20210608,216
West,20210615,216
West,20210622,221
West,20210629,228
West,20210706,233
West,20210713,238
West,20210720,245
West,20210727,242
West,20210803,241
West,20210810,238
West,20210817,237
West,20210824,228
West,20210831,223
West,20210907,221
West,20210914,222
West,20210921,222
West,20210928,223
West,20211005,224
West,20211012,222
West,20211019,221
West,20211026,218
West,20211102,215
West,20211109,214
West,20211116,213
West,20211123,215
West,20211130,218
West,20211207,219
West,20211214,216
West,20211221,213
West,20211228,197
West,20220104,186
West,20220111,182
West,20220118,181
West,20220125,182
West,20220201,182
West,20220208,182
West,20220215,182
West,20220222,183
West,20220301,190
West,20220308,189
West,20220315,193
West,20220322,191
West,20220329,191
West,20220405,197
West,20220412,199
West,20220419,199
West,20220426,201
West,20220503,199
West,20220510,200
West,20220517,204
West,20220524,206
West,20220531,204
West,20220607,206
West,20220614,204
West,20220621,202
West,20220628,195
West,20220705,194
West,20220712,188
West,20220719,183
West,20220726,173
West,20220802,165
West,20220809,159
West,20220816,156
West,20220823,154
West,20220830,153
West,20220906,153
West,20220913,156
West,20220920,160
West,20220927,161
West,20221004,159
West,20221011,158
West,20221018,159
West,20221025,160
West,20221101,160
West,20221108,155
West,20221115,154
West,20221122,154
West,20221129,152
West,20221206,149
West,20221213,145
West,20221220,144
West,20221227,144
West,20230103,135
West,20230110,127
West,20230117,123
West,20230124,119
West,20230131,119
West,20230207,113
West,20230214,112
West,20230221,112
West,20230228,104
West,20230307,99
West,20230314,92
West,20230321,86
West,20230328,74
West,20230404,68
West,20230411,61
West,20230418,60
West,20230425,58
West,20230502,58
West,20230509,55
West,20230516,50
West,20230523,48
West,20230530,46
West,20230606,43
West,20230613,38
West,20230620,37
West,20230627,36
West,20230704,35
West,20230711,36
West,20230718,39
West,20230725,46
West,20230801,54
West,20230808,62
West,20230815,61
West,20230822,62
West,20230829,65
West,20230905,67
West,20230912,67
West,20230919,67
West,20230926,68
West,20231003,68
West,20231010,69
