MapDate,Name,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20061114,Southern Plains\n,30.37,69.63,49.22,32.99,12.00,0.00,2006-11-14,2006-11-20,1
20061114,Southwest,70.97,29.03,14.74,4.42,0.58,0.00,2006-11-14,2006-11-20,1
20061107,California,84.57,15.43,0.82,0.00,0.00,0.00,2006-11-07,2006-11-13,1
20061107,Caribbean,70.50,29.50,0.00,0.00,0.00,0.00,2006-11-07,2006-11-13,1
20061107,Midwest,61.86,38.14,23.87,11.78,7.62,0.00,2006-11-07,2006-11-13,1
20061107,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-07,2006-11-13,1
20061107,Northern Forests\n,73.57,26.43,16.54,8.16,5.28,0.00,2006-11-07,2006-11-13,1
20061107,Northwest,97.44,2.56,0.02,0.00,0.00,0.00,2006-11-07,2006-11-13,1
20061107,Nothern Plains\n,15.08,84.92,61.72,34.71,15.12,0.00,2006-11-07,2006-11-13,1
20061107,Southeast,67.23,32.77,12.32,0.08,0.00,0.00,2006-11-07,2006-11-13,1
20061107,Southern Plains\n,30.37,69.63,49.22,32.99,11.06,0.00,2006-11-07,2006-11-13,1
20061107,Southwest,70.97,29.03,14.74,4.42,0.58,0.00,2006-11-07,2006-11-13,1
20061031,California,84.57,15.43,0.82,0.00,0.00,0.00,2006-10-31,2006-11-06,1
20061031,Caribbean,70.50,29.50,0.00,0.00,0.00,0.00,2006-10-31,2006-11-06,1
20061031,Midwest,64.75,35.25,23.87,11.78,7.62,0.00,2006-10-31,2006-11-06,1
20061031,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-31,2006-11-06,1
20061031,Northern Forests\n,75.57,24.43,16.54,8.16,5.28,0.00,2006-10-31,2006-11-06,1
20061031,Northwest,85.70,14.30,0.05,0.00,0.00,0.00,2006-10-31,2006-11-06,1
20061031,Nothern Plains\n,13.86,86.14,71.46,38.98,15.28,0.00,2006-10-31,2006-11-06,1
20061031,Southeast,57.43,42.57,16.70,1.28,0.07,0.00,2006-10-31,2006-11-06,1
20061031,Southern Plains\n,34.16,65.84,49.60,37.53,13.21,0.00,2006-10-31,2006-11-06,1
20061031,Southwest,70.43,29.57,14.79,4.42,0.58,0.00,2006-10-31,2006-11-06,1
20061024,California,84.57,15.43,0.82,0.00,0.00,0.00,2006-10-24,2006-10-30,1
20061024,Caribbean,70.50,29.50,0.00,0.00,0.00,0.00,2006-10-24,2006-10-30,1
20061024,Midwest,64.01,35.99,25.68,12.38,8.09,0.00,2006-10-24,2006-10-30,1
20061024,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-24,2006-10-30,1
20061024,Northern Forests\n,75.06,24.94,17.79,8.58,5.61,0.00,2006-10-24,2006-10-30,1
20061024,Northwest,85.12,14.88,0.05,0.00,0.00,0.00,2006-10-24,2006-10-30,1
20061024,Nothern Plains\n,11.02,88.98,72.50,42.92,15.28,0.00,2006-10-24,2006-10-30,1
20061024,Southeast,51.88,48.12,21.19,1.59,0.07,0.00,2006-10-24,2006-10-30,1
20061024,Southern Plains\n,31.42,68.58,51.94,38.65,13.21,0.00,2006-10-24,2006-10-30,1
20061024,Southwest,70.29,29.71,14.89,4.42,0.58,0.00,2006-10-24,2006-10-30,1
20061017,California,84.57,15.43,0.82,0.00,0.00,0.00,2006-10-17,2006-10-23,1
20061017,Caribbean,58.92,41.08,0.00,0.00,0.00,0.00,2006-10-17,2006-10-23,1
20061017,Midwest,57.13,42.87,26.73,12.47,8.09,0.00,2006-10-17,2006-10-23,1
20061017,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-17,2006-10-23,1
20061017,Northern Forests\n,70.29,29.71,18.53,8.65,5.61,0.00,2006-10-17,2006-10-23,1
20061017,Northwest,85.12,14.88,2.04,0.00,0.00,0.00,2006-10-17,2006-10-23,1
20061017,Nothern Plains\n,11.02,88.98,72.50,42.92,15.28,0.00,2006-10-17,2006-10-23,1
20061017,Southeast,42.68,57.32,25.58,1.38,0.07,0.00,2006-10-17,2006-10-23,1
20061017,Southern Plains\n,28.81,71.19,52.25,37.06,14.80,2.03,2006-10-17,2006-10-23,1
20061017,Southwest,70.12,29.88,14.89,4.42,0.58,0.00,2006-10-17,2006-10-23,1
20061010,California,85.15,14.85,0.82,0.00,0.00,0.00,2006-10-10,2006-10-16,1
20061010,Caribbean,58.92,41.08,0.00,0.00,0.00,0.00,2006-10-10,2006-10-16,1
20061010,Midwest,57.13,42.87,26.73,12.47,8.09,0.00,2006-10-10,2006-10-16,1
20061010,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-10,2006-10-16,1
20061010,Northern Forests\n,70.29,29.71,18.53,8.65,5.61,0.00,2006-10-10,2006-10-16,1
20061010,Northwest,85.12,14.88,2.04,0.00,0.00,0.00,2006-10-10,2006-10-16,1
20061010,Nothern Plains\n,11.02,88.98,72.50,42.92,15.64,0.00,2006-10-10,2006-10-16,1
20061010,Southeast,39.84,60.16,32.49,1.36,0.00,0.00,2006-10-10,2006-10-16,1
20061010,Southern Plains\n,21.21,78.79,58.35,40.39,16.87,1.70,2006-10-10,2006-10-16,1
20061010,Southwest,70.27,29.73,14.89,4.42,0.58,0.00,2006-10-10,2006-10-16,1
20061003,California,85.15,14.85,0.82,0.00,0.00,0.00,2006-10-03,2006-10-09,1
20061003,Caribbean,58.92,41.08,0.00,0.00,0.00,0.00,2006-10-03,2006-10-09,1
20061003,Midwest,60.33,39.67,23.85,11.20,8.41,0.00,2006-10-03,2006-10-09,1
20061003,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-03,2006-10-09,1
20061003,Northern Forests\n,72.51,27.49,16.53,7.76,5.83,0.00,2006-10-03,2006-10-09,1
20061003,Northwest,84.38,15.62,2.26,0.04,0.00,0.00,2006-10-03,2006-10-09,1
20061003,Nothern Plains\n,6.23,93.77,74.24,45.16,15.65,0.00,2006-10-03,2006-10-09,1
20061003,Southeast,42.46,57.54,26.33,0.40,0.00,0.00,2006-10-03,2006-10-09,1
20061003,Southern Plains\n,21.70,78.30,58.67,35.92,16.34,1.04,2006-10-03,2006-10-09,1
20061003,Southwest,66.99,33.01,17.13,5.72,1.39,0.00,2006-10-03,2006-10-09,1
20060926,California,84.97,15.03,0.82,0.00,0.00,0.00,2006-09-26,2006-10-02,1
20060926,Caribbean,83.22,16.78,0.00,0.00,0.00,0.00,2006-09-26,2006-10-02,1
20060926,Midwest,60.38,39.62,22.63,11.20,8.41,0.00,2006-09-26,2006-10-02,1
20060926,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-26,2006-10-02,1
20060926,Northern Forests\n,72.54,27.46,15.68,7.76,5.83,0.00,2006-09-26,2006-10-02,1
20060926,Northwest,84.35,15.65,2.23,0.04,0.00,0.00,2006-09-26,2006-10-02,1
20060926,Nothern Plains\n,5.69,94.31,72.90,44.20,15.07,0.00,2006-09-26,2006-10-02,1
20060926,Southeast,46.37,53.63,19.96,0.40,0.00,0.00,2006-09-26,2006-10-02,1
20060926,Southern Plains\n,21.53,78.47,58.67,35.61,15.66,1.04,2006-09-26,2006-10-02,1
20060926,Southwest,66.95,33.05,17.13,5.72,1.39,0.00,2006-09-26,2006-10-02,1
20060919,California,84.97,15.03,0.82,0.00,0.00,0.00,2006-09-19,2006-09-25,1
20060919,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-19,2006-09-25,1
20060919,Midwest,57.43,42.57,22.93,11.20,8.41,0.00,2006-09-19,2006-09-25,1
20060919,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-19,2006-09-25,1
20060919,Northern Forests\n,70.50,29.50,15.89,7.76,5.83,0.00,2006-09-19,2006-09-25,1
20060919,Northwest,84.31,15.69,2.23,0.04,0.00,0.00,2006-09-19,2006-09-25,1
20060919,Nothern Plains\n,3.01,96.99,83.27,44.73,19.84,0.00,2006-09-19,2006-09-25,1
20060919,Southeast,41.54,58.46,28.12,0.93,0.00,0.00,2006-09-19,2006-09-25,1
20060919,Southern Plains\n,21.27,78.73,60.46,35.61,15.66,2.16,2006-09-19,2006-09-25,1
20060919,Southwest,66.92,33.08,18.01,5.72,1.39,0.00,2006-09-19,2006-09-25,1
20060912,California,84.97,15.03,2.62,0.13,0.00,0.00,2006-09-12,2006-09-18,1
20060912,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-12,2006-09-18,1
20060912,Midwest,59.11,40.89,24.03,10.97,6.46,0.00,2006-09-12,2006-09-18,1
20060912,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-12,2006-09-18,1
20060912,Northern Forests\n,71.66,28.34,16.65,7.60,4.48,0.00,2006-09-12,2006-09-18,1
20060912,Northwest,86.22,13.78,2.24,0.00,0.00,0.00,2006-09-12,2006-09-18,1
20060912,Nothern Plains\n,2.76,97.24,83.72,46.11,23.10,0.00,2006-09-12,2006-09-18,1
20060912,Southeast,35.77,64.23,38.66,22.36,1.39,0.00,2006-09-12,2006-09-18,1
20060912,Southern Plains\n,20.70,79.30,65.56,44.48,30.80,10.40,2006-09-12,2006-09-18,1
20060912,Southwest,63.76,36.24,20.92,8.12,1.95,0.00,2006-09-12,2006-09-18,1
20060905,California,84.79,15.21,2.62,0.13,0.00,0.00,2006-09-05,2006-09-11,1
20060905,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-05,2006-09-11,1
20060905,Midwest,57.53,42.47,24.97,10.83,5.02,0.00,2006-09-05,2006-09-11,1
20060905,Northeast,98.19,1.81,0.00,0.00,0.00,0.00,2006-09-05,2006-09-11,1
20060905,Northern Forests\n,70.01,29.99,17.30,7.51,3.48,0.00,2006-09-05,2006-09-11,1
20060905,Northwest,86.16,13.84,0.26,0.00,0.00,0.00,2006-09-05,2006-09-11,1
20060905,Nothern Plains\n,2.16,97.84,85.34,49.48,20.79,0.00,2006-09-05,2006-09-11,1
20060905,Southeast,27.31,72.69,40.55,24.82,1.39,0.00,2006-09-05,2006-09-11,1
20060905,Southern Plains\n,15.97,84.03,69.59,44.04,30.15,7.46,2006-09-05,2006-09-11,1
20060905,Southwest,60.43,39.57,22.62,8.94,2.03,0.00,2006-09-05,2006-09-11,1
20060829,California,93.23,6.77,0.05,0.00,0.00,0.00,2006-08-29,2006-09-04,1
20060829,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-29,2006-09-04,1
20060829,Midwest,55.17,44.83,26.25,10.80,5.89,0.00,2006-08-29,2006-09-04,1
20060829,Northeast,88.89,11.11,1.93,0.00,0.00,0.00,2006-08-29,2006-09-04,1
20060829,Northern Forests\n,65.52,34.48,18.78,7.48,4.09,0.00,2006-08-29,2006-09-04,1
20060829,Northwest,89.30,10.70,0.26,0.00,0.00,0.00,2006-08-29,2006-09-04,1
20060829,Nothern Plains\n,0.18,99.82,86.98,49.98,18.45,0.95,2006-08-29,2006-09-04,1
20060829,Southeast,21.11,78.89,46.63,24.85,1.39,0.00,2006-08-29,2006-09-04,1
20060829,Southern Plains\n,9.57,90.43,76.30,53.97,35.29,11.21,2006-08-29,2006-09-04,1
20060829,Southwest,60.99,39.01,22.92,8.35,2.03,0.00,2006-08-29,2006-09-04,1
20060822,California,93.03,6.97,0.06,0.00,0.00,0.00,2006-08-22,2006-08-28,1
20060822,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-22,2006-08-28,1
20060822,Midwest,46.54,53.46,33.00,15.10,6.82,0.00,2006-08-22,2006-08-28,1
20060822,Northeast,86.89,13.11,3.09,0.00,0.00,0.00,2006-08-22,2006-08-28,1
20060822,Northern Forests\n,58.93,41.07,23.82,10.47,4.73,0.00,2006-08-22,2006-08-28,1
20060822,Northwest,94.21,5.79,0.28,0.00,0.00,0.00,2006-08-22,2006-08-28,1
20060822,Nothern Plains\n,0.15,99.85,88.74,59.79,19.34,2.11,2006-08-22,2006-08-28,1
20060822,Southeast,17.66,82.34,56.28,28.67,3.65,0.00,2006-08-22,2006-08-28,1
20060822,Southern Plains\n,7.27,92.73,80.30,63.88,37.71,11.47,2006-08-22,2006-08-28,1
20060822,Southwest,60.00,40.00,24.76,8.35,2.26,0.00,2006-08-22,2006-08-28,1
20060815,California,92.27,7.73,0.16,0.00,0.00,0.00,2006-08-15,2006-08-21,1
20060815,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-15,2006-08-21,1
20060815,Midwest,49.72,50.28,34.64,14.75,6.82,0.00,2006-08-15,2006-08-21,1
20060815,Northeast,95.33,4.67,0.00,0.00,0.00,0.00,2006-08-15,2006-08-21,1
20060815,Northern Forests\n,63.72,36.28,24.01,10.22,4.73,0.00,2006-08-15,2006-08-21,1
20060815,Northwest,87.45,12.55,0.33,0.00,0.00,0.00,2006-08-15,2006-08-21,1
20060815,Nothern Plains\n,0.04,99.96,91.05,61.61,22.10,3.63,2006-08-15,2006-08-21,1
20060815,Southeast,19.51,80.49,52.10,25.49,3.65,0.00,2006-08-15,2006-08-21,1
20060815,Southern Plains\n,5.82,94.18,84.51,65.29,35.13,9.46,2006-08-15,2006-08-21,1
20060815,Southwest,56.10,43.90,28.90,12.18,2.92,0.00,2006-08-15,2006-08-21,1
20060808,California,92.27,7.73,0.12,0.00,0.00,0.00,2006-08-08,2006-08-14,1
20060808,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-08,2006-08-14,1
20060808,Midwest,48.94,51.06,36.19,16.57,5.42,0.00,2006-08-08,2006-08-14,1
20060808,Northeast,99.94,0.06,0.00,0.00,0.00,0.00,2006-08-08,2006-08-14,1
20060808,Northern Forests\n,64.60,35.40,25.08,11.49,3.76,0.00,2006-08-08,2006-08-14,1
20060808,Northwest,86.70,13.30,0.00,0.00,0.00,0.00,2006-08-08,2006-08-14,1
20060808,Nothern Plains\n,0.06,99.94,86.05,65.57,20.91,3.84,2006-08-08,2006-08-14,1
20060808,Southeast,23.93,76.07,56.97,27.67,7.89,0.00,2006-08-08,2006-08-14,1
20060808,Southern Plains\n,5.77,94.23,85.24,61.50,37.49,8.42,2006-08-08,2006-08-14,1
20060808,Southwest,54.25,45.75,29.25,13.07,3.60,0.00,2006-08-08,2006-08-14,1
20060801,California,92.27,7.73,0.12,0.00,0.00,0.00,2006-08-01,2006-08-07,1
20060801,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-01,2006-08-07,1
20060801,Midwest,47.22,52.78,37.25,17.29,5.53,0.00,2006-08-01,2006-08-07,1
20060801,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-01,2006-08-07,1
20060801,Northern Forests\n,63.42,36.58,25.81,11.98,3.83,0.00,2006-08-01,2006-08-07,1
20060801,Northwest,89.59,10.41,0.00,0.00,0.00,0.00,2006-08-01,2006-08-07,1
20060801,Nothern Plains\n,0.73,99.27,86.23,54.28,17.19,3.10,2006-08-01,2006-08-07,1
20060801,Southeast,31.00,69.00,49.20,23.72,7.85,0.00,2006-08-01,2006-08-07,1
20060801,Southern Plains\n,5.45,94.55,80.29,60.21,36.24,4.34,2006-08-01,2006-08-07,1
20060801,Southwest,54.11,45.89,33.80,16.42,4.25,0.28,2006-08-01,2006-08-07,1
20060725,California,92.27,7.73,0.12,0.00,0.00,0.00,2006-07-25,2006-07-31,1
20060725,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-25,2006-07-31,1
20060725,Midwest,42.70,57.30,36.66,15.60,6.82,0.00,2006-07-25,2006-07-31,1
20060725,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-25,2006-07-31,1
20060725,Northern Forests\n,60.29,39.71,25.41,10.81,4.72,0.00,2006-07-25,2006-07-31,1
20060725,Northwest,88.55,11.45,0.00,0.00,0.00,0.00,2006-07-25,2006-07-31,1
20060725,Nothern Plains\n,0.73,99.27,86.23,45.48,12.76,2.59,2006-07-25,2006-07-31,1
20060725,Southeast,33.45,66.55,49.50,24.28,7.85,0.00,2006-07-25,2006-07-31,1
20060725,Southern Plains\n,4.76,95.24,82.66,59.56,32.95,3.63,2006-07-25,2006-07-31,1
20060725,Southwest,53.58,46.42,40.01,28.37,9.75,1.26,2006-07-25,2006-07-31,1
20060718,California,92.27,7.73,0.12,0.00,0.00,0.00,2006-07-18,2006-07-24,1
20060718,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-18,2006-07-24,1
20060718,Midwest,40.35,59.65,35.08,12.38,0.00,0.00,2006-07-18,2006-07-24,1
20060718,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-18,2006-07-24,1
20060718,Northern Forests\n,58.66,41.34,24.31,8.58,0.00,0.00,2006-07-18,2006-07-24,1
20060718,Northwest,89.05,10.95,0.00,0.00,0.00,0.00,2006-07-18,2006-07-24,1
20060718,Nothern Plains\n,7.19,92.81,82.89,38.28,9.75,1.89,2006-07-18,2006-07-24,1
20060718,Southeast,35.02,64.98,46.17,21.81,7.85,0.00,2006-07-18,2006-07-24,1
20060718,Southern Plains\n,3.50,96.50,82.44,52.90,15.87,2.85,2006-07-18,2006-07-24,1
20060718,Southwest,53.58,46.42,40.01,28.35,9.75,1.26,2006-07-18,2006-07-24,1
20060711,California,92.00,8.00,0.12,0.00,0.00,0.00,2006-07-11,2006-07-17,1
20060711,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-11,2006-07-17,1
20060711,Midwest,41.75,58.25,25.15,1.92,0.00,0.00,2006-07-11,2006-07-17,1
20060711,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-11,2006-07-17,1
20060711,Northern Forests\n,59.63,40.37,17.43,1.33,0.00,0.00,2006-07-11,2006-07-17,1
20060711,Northwest,89.06,10.94,0.00,0.00,0.00,0.00,2006-07-11,2006-07-17,1
20060711,Nothern Plains\n,10.50,89.50,57.94,20.36,3.79,0.70,2006-07-11,2006-07-17,1
20060711,Southeast,42.02,57.98,37.49,9.69,4.11,0.00,2006-07-11,2006-07-17,1
20060711,Southern Plains\n,3.97,96.03,81.38,43.89,14.21,1.73,2006-07-11,2006-07-17,1
20060711,Southwest,53.97,46.03,40.00,27.79,9.75,1.26,2006-07-11,2006-07-17,1
20060704,California,91.70,8.30,0.07,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060704,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060704,Midwest,54.48,45.52,17.96,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060704,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060704,Northern Forests\n,68.46,31.54,12.44,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060704,Northwest,89.06,10.94,0.00,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060704,Nothern Plains\n,27.56,72.44,53.87,26.27,5.96,0.00,2006-07-04,2006-07-10,1
20060704,Southeast,40.68,59.32,33.47,8.75,4.54,0.00,2006-07-04,2006-07-10,1
20060704,Southern Plains\n,2.30,97.70,81.92,47.79,18.47,2.13,2006-07-04,2006-07-10,1
20060704,Southwest,54.03,45.97,39.89,33.41,20.11,3.26,2006-07-04,2006-07-10,1
20060627,California,91.76,8.24,0.07,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060627,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060627,Midwest,60.21,39.79,12.83,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060627,Northeast,96.39,3.61,0.00,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060627,Northern Forests\n,71.32,28.68,8.89,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060627,Northwest,84.73,15.27,0.00,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060627,Nothern Plains\n,30.52,69.48,48.17,23.41,7.77,0.00,2006-06-27,2006-07-03,1
20060627,Southeast,42.68,57.32,25.47,7.24,4.54,0.00,2006-06-27,2006-07-03,1
20060627,Southern Plains\n,0.96,99.04,83.62,47.64,18.24,3.72,2006-06-27,2006-07-03,1
20060627,Southwest,53.61,46.39,40.45,34.83,21.18,3.74,2006-06-27,2006-07-03,1
20060620,California,92.46,7.54,0.07,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060620,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060620,Midwest,65.38,34.62,7.49,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060620,Northeast,79.13,20.87,1.16,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060620,Northern Forests\n,69.60,30.40,5.55,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060620,Northwest,84.73,15.27,0.00,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060620,Nothern Plains\n,33.16,66.84,43.84,21.57,7.24,0.00,2006-06-20,2006-06-26,1
20060620,Southeast,34.50,65.50,27.93,8.82,4.54,0.00,2006-06-20,2006-06-26,1
20060620,Southern Plains\n,0.81,99.19,83.45,52.11,21.27,3.72,2006-06-20,2006-06-26,1
20060620,Southwest,54.25,45.75,40.14,34.83,22.50,3.30,2006-06-20,2006-06-26,1
20060613,California,92.46,7.54,0.07,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060613,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060613,Midwest,69.38,30.62,5.63,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060613,Northeast,79.13,20.87,2.37,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060613,Northern Forests\n,72.37,27.63,4.63,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060613,Northwest,84.73,15.27,0.00,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060613,Nothern Plains\n,33.16,66.84,43.84,21.57,7.24,0.00,2006-06-13,2006-06-19,1
20060613,Southeast,30.16,69.84,34.31,8.18,4.54,0.00,2006-06-13,2006-06-19,1
20060613,Southern Plains\n,0.00,100.00,85.98,52.19,22.87,3.72,2006-06-13,2006-06-19,1
20060613,Southwest,54.25,45.75,40.14,34.83,22.50,3.30,2006-06-13,2006-06-19,1
20060606,California,92.46,7.54,0.07,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060606,Caribbean,71.40,28.60,0.00,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060606,Midwest,84.52,15.48,5.83,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060606,Northeast,81.35,18.65,0.00,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060606,Northern Forests\n,83.55,16.45,4.04,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060606,Northwest,84.73,15.27,0.00,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060606,Nothern Plains\n,39.06,60.94,38.21,19.32,2.08,0.00,2006-06-06,2006-06-12,1
20060606,Southeast,36.15,63.85,28.48,7.56,2.91,0.00,2006-06-06,2006-06-12,1
20060606,Southern Plains\n,4.35,95.65,74.43,44.94,20.91,3.72,2006-06-06,2006-06-12,1
20060606,Southwest,54.05,45.95,39.76,34.77,22.58,3.36,2006-06-06,2006-06-12,1
20060530,California,92.46,7.54,0.07,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060530,Caribbean,71.40,28.60,0.00,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060530,Midwest,82.08,17.92,8.40,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060530,Northeast,69.13,30.87,0.00,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060530,Northern Forests\n,78.11,21.89,5.82,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060530,Northwest,84.73,15.27,0.00,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060530,Nothern Plains\n,38.55,61.45,33.71,13.97,1.68,0.00,2006-05-30,2006-06-05,1
20060530,Southeast,39.26,60.74,23.69,4.65,0.00,0.00,2006-05-30,2006-06-05,1
20060530,Southern Plains\n,4.24,95.76,71.60,35.89,15.06,4.54,2006-05-30,2006-06-05,1
20060530,Southwest,54.14,45.86,38.67,32.51,22.58,3.36,2006-05-30,2006-06-05,1
20060523,California,92.36,7.64,0.07,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060523,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060523,Midwest,77.34,22.66,8.40,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060523,Northeast,73.54,26.46,0.00,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060523,Northern Forests\n,76.17,23.83,5.82,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060523,Northwest,84.73,15.27,0.00,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060523,Nothern Plains\n,44.06,55.94,31.20,10.64,1.11,0.00,2006-05-23,2006-05-29,1
20060523,Southeast,50.98,49.02,22.68,4.76,0.00,0.00,2006-05-23,2006-05-29,1
20060523,Southern Plains\n,13.13,86.87,60.45,33.72,17.63,5.00,2006-05-23,2006-05-29,1
20060523,Southwest,54.51,45.49,38.65,32.26,22.56,3.36,2006-05-23,2006-05-29,1
20060516,California,92.36,7.64,0.07,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060516,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060516,Midwest,73.13,26.87,7.08,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060516,Northeast,61.33,38.67,0.00,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060516,Northern Forests\n,69.51,30.49,4.91,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060516,Northwest,79.94,20.06,0.00,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060516,Nothern Plains\n,47.78,52.22,27.77,6.66,0.28,0.00,2006-05-16,2006-05-22,1
20060516,Southeast,48.31,51.69,21.34,4.06,0.00,0.00,2006-05-16,2006-05-22,1
20060516,Southern Plains\n,13.25,86.75,53.58,34.09,17.19,5.00,2006-05-16,2006-05-22,1
20060516,Southwest,54.51,45.49,38.24,31.70,22.21,3.36,2006-05-16,2006-05-22,1
20060509,California,92.36,7.64,0.00,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060509,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060509,Midwest,65.15,34.85,14.01,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060509,Northeast,41.40,58.60,0.38,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060509,Northern Forests\n,57.86,42.14,9.83,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060509,Northwest,77.52,22.48,0.00,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060509,Nothern Plains\n,48.47,51.53,27.19,4.66,0.10,0.00,2006-05-09,2006-05-15,1
20060509,Southeast,33.26,66.74,21.45,2.14,0.00,0.00,2006-05-09,2006-05-15,1
20060509,Southern Plains\n,13.25,86.75,54.40,34.67,18.25,8.01,2006-05-09,2006-05-15,1
20060509,Southwest,54.51,45.49,37.82,32.05,22.25,2.96,2006-05-09,2006-05-15,1
20060502,California,92.36,7.64,0.01,0.00,0.00,0.00,2006-05-02,2006-05-08,1
20060502,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-02,2006-05-08,1
20060502,Midwest,67.08,32.92,10.47,1.28,0.00,0.00,2006-05-02,2006-05-08,1
20060502,Northeast,68.90,31.10,0.00,0.00,0.00,0.00,2006-05-02,2006-05-08,1
20060502,Northern Forests\n,67.64,32.36,7.26,0.89,0.00,0.00,2006-05-02,2006-05-08,1
20060502,Northwest,78.93,21.07,0.00,0.00,0.00,0.00,2006-05-02,2006-05-08,1
