AreaOfInterest,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,AreaMiles,MapDate
CONUS,0.83,"25,065.57","157,681.32",0.05,0.00,0.00,1,4,D3  ,"3,007,441.07",2017-12-26
CONUS,55.54,"1,670,296.99","147,128,268.09",48.13,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-01-02
CONUS,27.70,"833,187.07","61,965,177.83",20.27,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-01-02
CONUS,7.46,"224,468.09","6,253,956.35",2.05,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-01-02
CONUS,0.83,"25,013.61","157,745.00",0.05,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-01-02
CONUS,57.81,"1,738,553.13","154,204,939.83",50.45,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-01-09
CONUS,32.07,"964,492.55","67,117,531.26",21.96,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-01-09
CONUS,8.70,"261,559.90","7,647,452.57",2.50,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-01-09
CONUS,0.46,"13,914.58","177,961.02",0.06,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-01-09
CONUS,60.93,"1,832,401.14","163,129,696.95",53.37,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-01-16
CONUS,33.04,"993,607.72","68,609,510.87",22.45,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-01-16
CONUS,10.03,"301,645.74","9,064,779.30",2.97,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-01-16
CONUS,0.64,"19,307.66","200,396.70",0.07,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-01-16
CONUS,62.45,"1,878,120.75","167,328,668.38",54.74,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-01-23
CONUS,35.39,"1,064,449.09","76,883,160.32",25.15,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-01-23
CONUS,13.60,"408,941.89","14,205,392.79",4.65,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-01-23
CONUS,0.90,"26,965.24","248,942.35",0.08,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-01-23
CONUS,67.10,"2,018,113.31","168,639,252.52",55.17,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-01-30
CONUS,38.42,"1,155,497.74","88,057,032.90",28.81,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-01-30
CONUS,17.21,"517,633.09","35,390,175.71",11.58,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-01-30
CONUS,1.72,"51,694.64","1,490,198.31",0.49,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-01-30
CONUS,66.95,"2,013,498.17","166,167,846.64",54.36,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-02-06
CONUS,39.65,"1,192,327.46","90,587,615.66",29.64,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-02-06
CONUS,18.44,"554,647.29","41,382,552.58",13.54,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-02-06
CONUS,2.60,"78,080.79","1,790,483.26",0.59,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-02-06
CONUS,60.50,"1,819,529.62","124,380,278.58",40.69,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-02-13
CONUS,36.34,"1,092,966.00","77,366,048.45",25.31,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-02-13
CONUS,18.04,"542,612.26","35,842,932.15",11.73,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-02-13
CONUS,2.96,"89,043.89","2,363,475.01",0.77,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-02-13
CONUS,59.29,"1,783,194.37","130,521,677.38",42.70,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-02-20
CONUS,36.49,"1,097,269.41","74,006,595.25",24.21,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-02-20
CONUS,17.76,"534,239.79","35,607,395.54",11.65,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-02-20
CONUS,3.22,"96,908.49","2,458,280.14",0.80,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-02-20
CONUS,54.66,"1,643,830.05","118,465,225.49",38.76,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-02-27
CONUS,31.30,"941,405.08","57,317,945.87",18.75,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-02-27
CONUS,14.32,"430,530.68","27,521,559.30",9.00,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-02-27
CONUS,3.22,"96,891.35","1,774,487.73",0.58,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-02-27
CONUS,52.47,"1,577,949.33","115,397,516.23",37.75,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-03-06
CONUS,30.55,"918,913.20","56,508,812.19",18.49,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-03-06
CONUS,15.50,"466,231.39","28,836,305.03",9.43,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-03-06
CONUS,4.94,"148,674.12","2,724,946.82",0.89,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-03-06
CONUS,0.12,"3,547.01","23,344.24",0.01,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-03-06
CONUS,52.10,"1,566,986.50","111,384,207.35",36.44,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-03-13
CONUS,31.04,"933,393.53","59,645,919.64",19.51,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-03-13
CONUS,16.31,"490,391.97","29,749,813.60",9.73,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-03-13
CONUS,5.67,"170,620.98","2,987,400.54",0.98,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-03-13
CONUS,0.20,"5,982.21","42,513.63",0.01,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-03-13
CONUS,49.96,"1,502,387.78","107,821,685.84",35.27,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-03-20
CONUS,31.02,"933,051.45","59,412,291.44",19.44,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-03-20
CONUS,16.69,"501,980.69","30,027,842.11",9.82,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-03-20
CONUS,6.42,"193,037.68","4,659,936.27",1.52,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-03-20
CONUS,0.20,"5,982.21","42,513.63",0.01,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-03-20
CONUS,49.21,"1,479,812.52","107,809,513.22",35.27,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-03-27
CONUS,30.77,"925,289.46","60,524,597.84",19.80,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-03-27
CONUS,16.36,"491,972.69","27,799,746.62",9.09,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-03-27
CONUS,7.26,"218,373.23","5,938,934.57",1.94,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-03-27
CONUS,0.55,"16,596.26","122,225.85",0.04,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-03-27
CONUS,47.55,"1,429,975.63","104,357,258.77",34.14,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-04-03
CONUS,29.42,"884,886.35","60,125,393.96",19.67,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-04-03
CONUS,16.37,"492,380.00","29,876,509.58",9.77,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-04-03
CONUS,7.59,"228,296.32","6,332,768.05",2.07,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-04-03
CONUS,0.60,"18,013.11","125,491.09",0.04,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-04-03
CONUS,46.51,"1,398,613.30","106,453,838.45",34.83,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-04-10
CONUS,29.69,"892,981.98","60,396,716.03",19.76,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-04-10
CONUS,16.69,"501,862.16","30,936,149.94",10.12,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-04-10
CONUS,8.11,"243,890.63","6,409,116.13",2.10,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-04-10
CONUS,1.32,"39,622.37","344,413.10",0.11,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-04-10
CONUS,42.82,"1,287,647.60","92,535,363.17",30.27,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-04-17
CONUS,28.85,"867,719.37","59,399,377.67",19.43,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-04-17
CONUS,16.33,"491,140.39","30,993,240.30",10.14,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-04-17
CONUS,8.18,"246,088.68","6,463,421.95",2.11,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-04-17
CONUS,1.71,"51,322.04","508,912.05",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-04-17
CONUS,42.49,"1,277,878.31","90,859,442.23",29.73,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-04-24
CONUS,28.99,"871,902.29","57,290,184.76",18.74,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-04-24
CONUS,16.35,"491,776.97","29,772,908.33",9.74,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-04-24
CONUS,8.50,"255,694.47","6,286,705.32",2.06,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-04-24
CONUS,1.97,"59,144.12","589,889.96",0.19,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-04-24
CONUS,42.76,"1,285,920.71","90,551,947.28",29.62,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-05-01
CONUS,28.60,"860,275.30","54,704,285.85",17.90,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-05-01
CONUS,16.32,"490,833.13","29,534,534.19",9.66,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-05-01
CONUS,8.89,"267,458.67","8,095,556.37",2.65,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-05-01
CONUS,2.21,"66,317.05","635,862.47",0.21,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-05-01
CONUS,44.44,"1,336,447.57","90,769,005.64",29.70,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-05-08
CONUS,27.67,"832,258.60","54,181,911.81",17.73,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-05-08
CONUS,15.93,"478,949.67","29,355,755.89",9.60,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-05-08
CONUS,9.32,"280,232.69","9,031,346.55",2.95,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-05-08
CONUS,2.31,"69,478.62","650,903.88",0.21,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-05-08
CONUS,45.64,"1,372,696.87","91,899,097.26",30.07,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-05-15
CONUS,28.28,"850,556.18","51,813,014.68",16.95,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-05-15
CONUS,16.71,"502,618.41","33,379,958.96",10.92,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-05-15
CONUS,9.50,"285,777.18","8,999,444.41",2.94,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-05-15
CONUS,2.47,"74,335.96","807,503.44",0.26,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-05-15
CONUS,43.33,"1,303,004.00","82,821,454.94",27.10,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-05-22
CONUS,26.72,"803,517.31","44,884,191.36",14.68,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-05-22
CONUS,16.84,"506,585.40","32,930,464.91",10.77,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-05-22
CONUS,9.40,"282,550.25","9,432,336.21",3.09,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-05-22
CONUS,2.40,"72,076.15","1,139,534.59",0.37,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-05-22
CONUS,42.56,"1,279,925.62","77,119,454.43",25.23,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-05-29
CONUS,26.42,"794,665.20","47,861,839.94",15.66,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-05-29
CONUS,16.92,"508,870.21","33,112,590.29",10.83,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-05-29
CONUS,9.24,"277,905.17","9,524,277.16",3.12,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-05-29
CONUS,2.09,"62,821.13","1,074,149.73",0.35,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-05-29
CONUS,46.29,"1,392,004.56","93,837,709.31",30.70,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-06-05
CONUS,27.09,"814,741.13","48,669,874.17",15.92,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-06-05
CONUS,17.07,"513,230.63","33,610,312.91",11.00,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-06-05
CONUS,9.17,"275,696.31","9,397,828.13",3.07,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-06-05
CONUS,2.05,"61,535.48","1,191,021.59",0.39,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-06-05
CONUS,47.68,"1,433,881.29","101,582,925.00",33.23,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-06-12
CONUS,27.86,"837,911.17","53,254,895.99",17.42,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-06-12
CONUS,16.97,"510,324.25","34,218,622.18",11.19,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-06-12
CONUS,9.25,"278,063.37","9,703,643.80",3.17,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-06-12
CONUS,1.98,"59,456.79","1,250,729.30",0.41,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-06-12
CONUS,47.12,"1,417,147.07","102,563,208.03",33.55,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-06-19
CONUS,27.13,"815,935.18","53,360,222.67",17.46,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-06-19
CONUS,16.54,"497,565.81","33,814,383.91",11.06,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-06-19
CONUS,8.23,"247,617.78","9,116,033.06",2.98,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-06-19
CONUS,1.83,"55,147.75","1,083,818.55",0.35,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-06-19
CONUS,48.69,"1,464,380.34","111,662,462.78",36.53,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-06-26
CONUS,28.79,"865,772.19","62,333,461.85",20.39,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-06-26
CONUS,15.93,"479,004.80","34,177,163.30",11.18,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-06-26
CONUS,8.28,"248,989.98","9,268,598.75",3.03,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-06-26
CONUS,1.84,"55,423.50","1,019,730.74",0.33,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-06-26
CONUS,49.01,"1,473,843.59","112,600,719.67",36.84,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-07-03
CONUS,29.72,"893,893.77","66,494,381.59",21.75,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-07-03
CONUS,16.64,"500,555.26","40,194,699.48",13.15,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-07-03
CONUS,8.33,"250,516.88","9,058,978.59",2.96,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-07-03
CONUS,1.88,"56,643.22","1,051,546.56",0.34,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-07-03
CONUS,48.56,"1,460,380.12","118,117,531.33",38.64,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-07-10
CONUS,30.37,"913,282.15","66,320,823.73",21.70,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-07-10
CONUS,16.46,"494,987.98","40,443,390.09",13.23,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-07-10
CONUS,8.83,"265,685.86","9,408,621.23",3.08,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-07-10
CONUS,1.90,"57,002.63","1,118,258.30",0.37,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-07-10
CONUS,50.07,"1,505,965.01","131,652,342.91",43.07,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-07-17
CONUS,30.98,"931,612.18","69,979,548.23",22.89,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-07-17
CONUS,16.78,"504,765.05","39,013,641.54",12.76,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-07-17
CONUS,8.63,"259,427.49","9,588,688.44",3.14,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-07-17
CONUS,1.88,"56,472.54","1,109,913.76",0.36,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-07-17
CONUS,53.52,"1,609,440.80","133,828,303.00",43.78,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-07-24
CONUS,32.23,"969,401.13","69,888,372.60",22.86,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-07-24
CONUS,19.32,"581,152.22","45,184,222.59",14.78,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-07-24
CONUS,8.65,"260,253.80","11,985,731.13",3.92,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-07-24
CONUS,1.62,"48,650.50","1,011,627.95",0.33,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-07-24
CONUS,54.43,"1,636,825.09","126,913,200.21",41.52,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-07-31
CONUS,34.14,"1,026,607.99","74,549,536.15",24.39,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-07-31
CONUS,19.41,"583,825.77","46,545,420.05",15.23,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-07-31
CONUS,8.51,"256,002.41","12,547,111.51",4.10,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-07-31
CONUS,1.61,"48,435.57","1,010,036.06",0.33,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-07-31
CONUS,54.08,"1,626,504.78","124,169,548.48",40.62,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-08-07
CONUS,35.66,"1,072,374.39","76,413,901.12",25.00,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-08-07
CONUS,21.06,"633,484.67","50,180,987.21",16.42,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-08-07
CONUS,8.93,"268,443.94","15,371,593.99",5.03,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-08-07
CONUS,1.62,"48,594.74","1,040,880.93",0.34,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-08-07
CONUS,57.93,"1,742,079.14","129,977,957.81",42.52,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-08-14
CONUS,36.22,"1,089,148.40","75,903,812.45",24.83,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-08-14
CONUS,20.02,"602,044.72","45,312,172.06",14.82,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-08-14
CONUS,8.13,"244,621.37","8,196,306.44",2.68,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-08-14
CONUS,1.70,"51,162.44","1,295,258.85",0.42,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-08-14
CONUS,57.27,"1,722,410.04","129,207,219.02",42.27,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-08-21
CONUS,35.09,"1,055,449.53","73,789,788.06",24.14,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-08-21
CONUS,19.11,"574,805.84","44,354,164.82",14.51,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-08-21
CONUS,7.54,"226,785.19","7,459,141.70",2.44,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-08-21
CONUS,1.60,"48,062.51","1,134,152.91",0.37,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-08-21
CONUS,55.89,"1,680,859.57","126,558,286.01",41.40,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-08-28
CONUS,34.42,"1,035,104.41","73,597,919.10",24.08,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-08-28
CONUS,19.37,"582,685.42","44,611,819.45",14.60,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-08-28
CONUS,7.50,"225,517.89","7,535,887.29",2.47,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-08-28
CONUS,1.55,"46,687.96","1,117,393.81",0.37,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-08-28
CONUS,53.75,"1,616,528.14","116,604,703.92",38.15,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-09-04
CONUS,34.30,"1,031,688.87","73,289,377.01",23.98,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-09-04
CONUS,18.86,"567,191.44","43,537,180.28",14.24,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-09-04
CONUS,7.55,"226,948.84","7,765,140.06",2.54,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-09-04
CONUS,1.48,"44,660.00","963,505.07",0.32,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-09-04
CONUS,50.43,"1,516,662.53","102,677,072.96",33.59,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-09-11
CONUS,30.39,"913,983.12","61,600,887.16",20.15,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-09-11
CONUS,16.70,"502,321.38","39,488,604.22",12.92,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-09-11
CONUS,6.88,"206,944.46","7,405,173.73",2.42,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-09-11
CONUS,1.48,"44,418.59","819,951.49",0.27,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-09-11
CONUS,50.33,"1,513,715.44","101,712,399.70",33.28,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-09-18
CONUS,30.85,"927,887.14","61,478,969.14",20.11,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-09-18
CONUS,16.94,"509,583.19","39,356,162.56",12.88,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-09-18
CONUS,7.22,"216,995.97","7,598,429.31",2.49,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-09-18
CONUS,1.58,"47,437.83","924,761.33",0.30,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-09-18
CONUS,48.64,"1,462,742.84","92,417,164.94",30.23,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-09-25
CONUS,29.54,"888,423.34","56,831,969.43",18.59,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-09-25
CONUS,17.46,"525,240.37","38,700,235.98",12.66,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-09-25
CONUS,7.49,"225,233.60","7,782,540.31",2.55,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-09-25
CONUS,1.73,"52,120.29","905,733.20",0.30,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-09-25
CONUS,47.36,"1,424,218.59","92,342,685.56",30.21,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-10-02
CONUS,28.96,"871,065.91","55,377,949.35",18.12,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-10-02
CONUS,17.03,"512,242.02","37,153,038.45",12.15,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-10-02
CONUS,7.27,"218,738.93","6,117,180.03",2.00,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-10-02
CONUS,1.73,"52,120.29","905,733.20",0.30,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-10-02
CONUS,43.31,"1,302,412.25","87,936,181.43",28.77,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-10-09
CONUS,26.19,"787,724.07","50,319,186.26",16.46,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-10-09
CONUS,14.41,"433,236.43","30,760,569.62",10.06,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-10-09
CONUS,5.65,"169,926.29","3,517,895.58",1.15,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-10-09
CONUS,1.45,"43,554.65","544,604.27",0.18,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-10-09
CONUS,38.35,"1,153,264.90","78,432,421.03",25.66,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-10-16
CONUS,24.05,"723,334.75","46,095,621.82",15.08,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-10-16
CONUS,13.51,"406,391.87","29,337,693.97",9.60,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-10-16
CONUS,4.95,"148,803.54","2,641,354.59",0.86,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-10-16
CONUS,1.35,"40,523.61","516,142.62",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-10-16
CONUS,38.13,"1,146,865.14","78,125,905.97",25.56,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-10-23
CONUS,23.91,"719,159.76","45,900,405.62",15.02,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-10-23
CONUS,13.23,"397,995.98","27,418,443.09",8.97,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-10-23
CONUS,4.80,"144,230.01","2,580,085.44",0.84,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-10-23
CONUS,1.35,"40,523.61","516,142.62",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-10-23
CONUS,36.59,"1,100,560.54","79,166,761.44",25.90,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-10-30
CONUS,22.00,"661,697.09","43,474,620.45",14.22,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-10-30
CONUS,12.56,"377,700.26","26,587,760.55",8.70,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-10-30
CONUS,4.65,"139,961.51","2,492,536.76",0.82,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-10-30
CONUS,1.35,"40,523.61","516,142.62",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-10-30
CONUS,35.67,"1,072,636.67","77,615,587.27",25.39,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-11-06
CONUS,21.24,"638,790.79","41,285,649.05",13.51,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-11-06
CONUS,11.82,"355,520.13","24,386,496.19",7.98,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-11-06
CONUS,4.32,"129,940.90","2,283,900.27",0.75,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-11-06
CONUS,1.34,"40,249.37","515,224.81",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-11-06
CONUS,35.14,"1,056,785.08","78,755,636.71",25.77,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-11-13
CONUS,20.94,"629,674.46","41,633,641.01",13.62,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-11-13
CONUS,11.56,"347,708.05","24,318,282.01",7.96,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-11-13
CONUS,4.28,"128,838.53","2,279,897.23",0.75,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-11-13
CONUS,1.32,"39,693.89","503,318.71",0.16,0.00,0.00,1,5,D4  ,"3,007,441.07",2018-11-13
CONUS,33.61,"1,010,731.18","77,962,628.68",25.51,0.00,0.00,1,1,D0  ,"3,007,441.07",2018-11-20
CONUS,22.41,"674,042.52","54,985,033.07",17.99,0.00,0.00,1,2,D1  ,"3,007,441.07",2018-11-20
CONUS,11.46,"344,550.56","24,290,964.40",7.95,0.00,0.00,1,3,D2  ,"3,007,441.07",2018-11-20
CONUS,4.30,"129,321.44","3,230,516.62",1.06,0.00,0.00,1,4,D3  ,"3,007,441.07",2018-11-20
